id;location;geo_name;coordinates;wikidata;street;additional_address;geo_name_alt
1076;Wildenhain;Wildenhain;51.5389,12.8028;;;;
1077;Wildenthal;Wildenthal;50.4508,12.6361;;;;
1078;Wilischthal;Wilischthal;50.7258,13.0563;Q1651390;;;
1080;Willkowitz;Vlkovice;49.948931992012,12.739073468846;;;(Vlkovice);
1081;Wilsdruff;Wilsdruff;51.052222222222,13.538333333333;;;;
1082;Wittenberg/Elbe;Lutherstadt Wittenberg;51.8671,12.6484;;;;
1084;Wittichenau;Wittichenau;51.38496,14.24403;;;;
1085;Wohlbach;Mühlental;50.451944444444,12.481388888889;;;;
1092;Wolfen;Wolfen concentration camp;51.666698,12.2833;;;(pr.;Sachsen)
1093;Wolfsgrün;Wolfsgrün;50.518611111111,12.613888888889;;;;
1094;Wolkenburg;Wolkenburg concentration camp;50.8994219,12.6655105;;;;
1095;Wölmsdorf;Vilémov;50.990616555873,14.335432343878;;;(Vilemov);
1096;Wurschen;Wurschen;51.193330555556,14.581111111111;;;;
1097;Wurzen;Wurzen;51.366666666667,12.716666666667;;;;
1104;Zahna;Zahna;51.916666666667,12.783333333333;;;;
1105;Zehista;Zehista;50.940277777778,13.926388888889;Q184505;;(b.;Pirna)
1106;Zeithain;Zeithain;51.333333333333,13.35;Q8838;;;
1107;Zeitz;Zeitz;51.047777777778,12.138333333333;;;(Thüringen);
1108;zellwald;Zellwald;51.0153,13.2652;Q189154;;(Pitschetal;A4)
1109;Zerbst;Zerbst;51.968055555556,12.084444444444;;;(pr.;Sachsen)
1110;Zinnwald;Zinnwald-Georgenfeld;50.736388888889,13.765;;;;
1111;Zipsendorf;Zipsendorf;51.0461,12.2817;Q205528;;(Thüringen);
1113;Zittau;Zittau;50.896111111111,14.807222222222;;;;
1115;Zlin;Zlín;49.233055555556,17.666944444444;;;(Zlin);
1116;Zöblitz;Zöblitz;50.6575,13.231666666667;;;;
1117;Zörbig;Zörbig;51.61666666666667,12.116666666666667;Q247868;;(pr.;Sachsen)
1118;Zschachwitz;Zschachwitz;51,13.8417;Q227206;;;
1119;Zschopau;Zschopau;50.75,13.066666666667;;;;
1120;Zschornau;Zschornau;51.302863,14.124254;;;;
1121;Zwickau;Zwickau;50.718888888889,12.496111111111;;;;
1123;Zwickau-Planitz;Zwickau–Planitz railway line;50.688,12.4679;;;;
1124;Zwickau-Planitz,;Planitz;50.6937,12.4757;;Lengenfelder Str.;;
1125;Zwodau;Svatava;50.192347393565,12.625320911756;Q1234231;;(Svatava);
1126;Zwönitz;Zwönitz;50.630277777778,12.813333333333;;;;
1127;Zwota;Zwota;50.35,12.416666666667;;;;
2004;Zwotental;Zwotental;50.3601,12.3646;;;;
1128;Zwöten;Zwötzen;50.8517,12.0894;;;(b.;Gera)
